第8屆區域立法委員選舉臺中市第5選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
,,,"1
盧秀燕
中國國民黨","2
紀朝川
健保免費連線","3
謝明源
民主進步黨",,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
總　計,,,"129,822","2,726","91,793","224,341","2,854","227,195",12,"227,207","74,150","301,357",75.39
　北屯區,,,"80,161","1,687","58,403","140,251","1,757","142,008",6,"142,014","44,770","186,784",76.03
　　,北屯里,756,550,7,388,945,14,959,0,959,296,"1,255",76.41
　　,北屯里,757,752,13,543,"1,308",20,"1,328",0,"1,328",444,"1,772",74.94
　　,北京里,758,534,14,569,"1,117",10,"1,127",0,"1,127",327,"1,454",77.51
　　,北京里,759,678,18,474,"1,170",14,"1,184",0,"1,184",354,"1,538",76.98
　　,北興里,760,677,10,460,"1,147",11,"1,158",0,"1,158",414,"1,572",73.66
　　,北興里,761,693,13,498,"1,204",12,"1,216",0,"1,216",379,"1,595",76.24
　　,三光里,762,630,18,457,"1,105",15,"1,120",0,"1,120",339,"1,459",76.76
　　,三光里,763,650,7,486,"1,143",6,"1,149",0,"1,149",358,"1,507",76.24
　　,三光里,764,711,13,467,"1,191",14,"1,205",0,"1,205",437,"1,642",73.39
　　,三光里,765,687,7,415,"1,109",9,"1,118",0,"1,118",318,"1,436",77.86
　　,三和里,766,702,19,504,"1,225",11,"1,236",0,"1,236",434,"1,670",74.01
　　,三和里,767,652,16,429,"1,097",18,"1,115",0,"1,115",376,"1,491",74.78
　　,三和里,768,486,17,384,887,16,903,0,903,235,"1,138",79.35
　　,三和里,769,367,4,215,586,15,601,0,601,207,808,74.38
　　,東光里,770,520,14,568,"1,102",12,"1,114",0,"1,114",338,"1,452",76.72
　　,東光里,771,411,14,421,846,14,860,0,860,273,"1,133",75.90
　　,東光里,772,696,16,444,"1,156",17,"1,173",0,"1,173",441,"1,614",72.68
　　,水景里,773,587,11,614,"1,212",11,"1,223",0,"1,223",341,"1,564",78.20
　　,水景里,774,618,9,551,"1,178",19,"1,197",0,"1,197",349,"1,546",77.43
　　,水景里,775,570,18,510,"1,098",14,"1,112",0,"1,112",332,"1,444",77.01
　　,水景里,776,763,12,555,"1,330",16,"1,346",0,"1,346",378,"1,724",78.07
　　,水景里,777,713,18,695,"1,426",25,"1,451",0,"1,451",391,"1,842",78.77
　　,水景里,778,699,14,637,"1,350",14,"1,364",0,"1,364",391,"1,755",77.72
　　,軍功里,779,342,15,506,863,17,880,0,880,265,"1,145",76.86
　　,軍功里,780,430,11,475,916,14,930,0,930,271,"1,201",77.44
　　,軍功里,781,667,15,695,"1,377",16,"1,393",0,"1,393",303,"1,696",82.13
　　,軍功里,782,634,15,549,"1,198",23,"1,221",0,"1,221",408,"1,629",74.95
　　,軍功里,783,638,16,445,"1,099",28,"1,127",0,"1,127",343,"1,470",76.67
　　,軍功里,784,821,10,608,"1,439",9,"1,448",0,"1,448",377,"1,825",79.34
　　,和平里,785,615,31,640,"1,286",18,"1,304",0,"1,304",383,"1,687",77.30
　　,和平里,786,494,15,552,"1,061",19,"1,080",0,"1,080",354,"1,434",75.31
　　,和平里,787,445,14,377,836,14,850,0,850,236,"1,086",78.27
　　,和平里,788,794,20,738,"1,552",20,"1,572",0,"1,572",396,"1,968",79.88
　　,子里,789,302,4,279,585,11,596,0,596,166,762,78.22
　　,子里,790,490,12,472,974,14,988,0,988,258,"1,246",79.29
　　,民政里,791,370,9,315,694,6,700,0,700,243,943,74.23
　　,東山里,792,625,8,777,"1,410",22,"1,432",0,"1,432",407,"1,839",77.87
　　,大坑里,793,682,24,658,"1,364",22,"1,386",0,"1,386",455,"1,841",75.29
　　,民德里,794,315,10,331,656,10,666,0,666,231,897,74.25
　　,舊社里,795,227,5,571,803,11,814,0,814,242,"1,056",77.08
　　,舊社里,796,313,15,290,618,11,629,0,629,223,852,73.83
　　,舊社里,797,501,8,390,899,14,913,0,913,319,"1,232",74.11
　　,舊社里,798,425,7,297,729,9,738,0,738,229,967,76.32
　　,舊社里,799,414,8,288,710,4,714,0,714,240,954,74.84
　　,舊社里,800,498,14,485,997,10,"1,007",0,"1,007",222,"1,229",81.94
　　,松茂里,801,824,18,423,"1,265",18,"1,283",0,"1,283",375,"1,658",77.38
　　,松茂里,802,683,9,441,"1,133",18,"1,151",0,"1,151",373,"1,524",75.52
　　,松茂里,803,683,12,356,"1,051",16,"1,067",1,"1,068",301,"1,369",77.94
　　,松強里,804,769,21,559,"1,349",13,"1,362",0,"1,362",488,"1,850",73.62
　　,松強里,805,561,10,556,"1,127",14,"1,141",0,"1,141",357,"1,498",76.17
　　,松強里,806,654,11,354,"1,019",9,"1,028",0,"1,028",340,"1,368",75.15
　　,松勇里,807,592,11,365,968,12,980,0,980,287,"1,267",77.35
　　,松勇里,808,788,16,521,"1,325",10,"1,335",1,"1,336",355,"1,691",78.95
　　,松勇里,809,680,21,495,"1,196",17,"1,213",0,"1,213",317,"1,530",79.28
　　,松安里,810,573,13,414,"1,000",15,"1,015",0,"1,015",295,"1,310",77.48
　　,松安里,811,552,7,498,"1,057",15,"1,072",0,"1,072",288,"1,360",78.82
　　,松安里,812,685,19,438,"1,142",13,"1,155",0,"1,155",350,"1,505",76.74
　　,松和里,813,537,14,429,980,14,994,0,994,394,"1,388",71.61
　　,松和里,814,591,16,439,"1,046",8,"1,054",1,"1,055",375,"1,430",73.71
　　,松和里,815,513,9,327,849,12,861,0,861,331,"1,192",72.23
　　,松和里,816,734,14,486,"1,234",17,"1,251",0,"1,251",459,"1,710",73.16
　　,松竹里,817,756,9,436,"1,201",15,"1,216",0,"1,216",391,"1,607",75.67
　　,松竹里,818,891,14,478,"1,383",16,"1,399",0,"1,399",405,"1,804",77.55
　　,松竹里,819,764,20,558,"1,342",17,"1,359",0,"1,359",445,"1,804",75.33
　　,松竹里,820,659,10,376,"1,045",11,"1,056",0,"1,056",329,"1,385",76.25
　　,平興里,821,771,11,444,"1,226",11,"1,237",0,"1,237",394,"1,631",75.84
　　,平興里,822,748,19,413,"1,180",14,"1,194",0,"1,194",546,"1,740",68.62
　　,平興里,823,688,11,669,"1,368",9,"1,377",0,"1,377",493,"1,870",73.64
　　,平田里,824,804,13,552,"1,369",14,"1,383",0,"1,383",481,"1,864",74.20
　　,平田里,825,636,11,417,"1,064",10,"1,074",0,"1,074",374,"1,448",74.17
　　,平田里,826,690,16,445,"1,151",8,"1,159",0,"1,159",419,"1,578",73.45
　　,平昌里,827,581,16,380,977,19,996,0,996,345,"1,341",74.27
　　,平昌里,828,708,15,419,"1,142",8,"1,150",0,"1,150",358,"1,508",76.26
　　,平昌里,829,445,10,344,799,3,802,0,802,254,"1,056",75.95
　　,平安里,830,636,11,453,"1,100",15,"1,115",0,"1,115",262,"1,377",80.97
　　,平安里,831,581,15,521,"1,117",15,"1,132",0,"1,132",419,"1,551",72.99
　　,平安里,832,829,20,564,"1,413",20,"1,433",0,"1,433",448,"1,881",76.18
　　,平順里,833,620,12,502,"1,134",15,"1,149",0,"1,149",320,"1,469",78.22
　　,平順里,834,556,8,287,851,3,854,0,854,313,"1,167",73.18
　　,平心里,835,571,9,424,"1,004",14,"1,018",0,"1,018",303,"1,321",77.06
　　,平心里,836,678,13,364,"1,055",14,"1,069",0,"1,069",389,"1,458",73.32
　　,平心里,837,545,13,363,921,7,928,0,928,299,"1,227",75.63
　　,平福里,838,743,17,418,"1,178",9,"1,187",0,"1,187",393,"1,580",75.13
　　,平福里,839,819,13,486,"1,318",19,"1,337",1,"1,338",305,"1,643",81.38
　　,平德里,840,717,15,564,"1,296",19,"1,315",0,"1,315",491,"1,806",72.81
　　,平德里,841,703,14,508,"1,225",10,"1,235",0,"1,235",395,"1,630",75.77
　　,平德里,842,745,15,548,"1,308",23,"1,331",0,"1,331",343,"1,674",79.51
　　,平和里,843,658,5,434,"1,097",18,"1,115",0,"1,115",331,"1,446",77.11
　　,平和里,844,650,14,417,"1,081",12,"1,093",0,"1,093",405,"1,498",72.96
　　,平和里,845,716,9,324,"1,049",15,"1,064",0,"1,064",404,"1,468",72.48
　　,平陽里,846,623,12,425,"1,060",13,"1,073",0,"1,073",379,"1,452",73.90
　　,平陽里,847,578,4,359,941,10,951,0,951,301,"1,252",75.96
　　,平陽里,848,657,7,463,"1,127",8,"1,135",0,"1,135",308,"1,443",78.66
　　,仁和里,849,583,17,569,"1,169",11,"1,180",0,"1,180",347,"1,527",77.28
　　,仁和里,850,753,8,497,"1,258",14,"1,272",0,"1,272",332,"1,604",79.30
　　,仁和里,851,666,10,547,"1,223",17,"1,240",0,"1,240",345,"1,585",78.23
　　,仁和里,852,711,15,475,"1,201",12,"1,213",0,"1,213","1,316","2,529",47.96
　　,仁愛里,853,518,13,322,853,13,866,0,866,288,"1,154",75.04
　　,仁美里,854,603,12,533,"1,148",6,"1,154",0,"1,154",279,"1,433",80.53
　　,仁美里,855,734,14,549,"1,297",12,"1,309",0,"1,309",335,"1,644",79.62
　　,仁美里,856,592,15,494,"1,101",20,"1,121",0,"1,121",343,"1,464",76.57
　　,仁美里,857,587,7,482,"1,076",14,"1,090",0,"1,090",312,"1,402",77.75
　　,四民里,858,550,13,565,"1,128",19,"1,147",0,"1,147",337,"1,484",77.29
　　,同榮里,859,687,12,702,"1,401",16,"1,417",0,"1,417",397,"1,814",78.11
　　,同榮里,860,639,19,436,"1,094",17,"1,111",0,"1,111",333,"1,444",76.94
　　,同榮里,861,944,18,499,"1,461",12,"1,473",0,"1,473",396,"1,869",78.81
　　,后庄里,862,826,22,429,"1,277",17,"1,294",0,"1,294",326,"1,620",79.88
　　,后庄里,863,774,18,412,"1,204",23,"1,227",0,"1,227",289,"1,516",80.94
　　,后庄里,864,810,13,391,"1,214",18,"1,232",0,"1,232",469,"1,701",72.43
　　,后庄里,865,944,17,547,"1,508",16,"1,524",0,"1,524",433,"1,957",77.87
　　,后庄里,866,589,5,407,"1,001",16,"1,017",0,"1,017",288,"1,305",77.93
　　,新平里,867,751,16,436,"1,203",14,"1,217",0,"1,217",456,"1,673",72.74
　　,新平里,868,641,16,399,"1,056",11,"1,067",0,"1,067",350,"1,417",75.30
　　,新平里,869,472,19,226,717,10,727,0,727,216,943,77.09
　　,陳平里,870,510,10,358,878,14,892,0,892,334,"1,226",72.76
　　,陳平里,871,587,10,365,962,11,973,1,974,304,"1,278",76.13
　　,陳平里,872,644,10,381,"1,035",9,"1,044",0,"1,044",287,"1,331",78.44
　　,忠平里,873,887,24,409,"1,320",19,"1,339",0,"1,339",363,"1,702",78.67
　　,忠平里,874,877,13,459,"1,349",24,"1,373",0,"1,373",408,"1,781",77.09
　　,大德里,875,605,5,373,983,16,999,0,999,335,"1,334",74.89
　　,大德里,876,789,15,370,"1,174",16,"1,190",0,"1,190",357,"1,547",76.92
　　,大德里,877,714,22,358,"1,094",14,"1,108",0,"1,108",312,"1,420",78.03
　　,水湳里,878,741,15,511,"1,267",12,"1,279",1,"1,280",383,"1,663",76.91
　　,水湳里,879,735,20,508,"1,263",7,"1,270",0,"1,270",411,"1,681",75.55
　　,水湳里,880,645,19,550,"1,214",17,"1,231",0,"1,231",362,"1,593",77.28
　　,水湳里,881,480,15,366,861,6,867,0,867,277,"1,144",75.79
　北區,,,"49,661","1,039","33,390","84,090","1,097","85,187",6,"85,193","29,380","114,573",74.35
　　,中正里,882,551,10,492,"1,053",11,"1,064",0,"1,064",372,"1,436",74.09
　　,六合里,883,565,18,613,"1,196",20,"1,216",0,"1,216",441,"1,657",73.39
　　,光大里,884,392,14,293,699,7,706,0,706,295,"1,001",70.53
　　,光大里,885,361,10,343,714,12,726,0,726,245,971,74.77
　　,文莊里,886,"1,110",18,210,"1,338",17,"1,355",0,"1,355",366,"1,721",78.73
　　,文莊里,887,689,15,509,"1,213",23,"1,236",0,"1,236",386,"1,622",76.20
　　,大湖里,888,406,14,363,783,6,789,0,789,392,"1,181",66.81
　　,大湖里,889,376,11,364,751,13,764,0,764,252,"1,016",75.20
　　,五常里,890,449,16,487,952,10,962,0,962,381,"1,343",71.63
　　,錦平里,891,401,9,287,697,10,707,0,707,273,980,72.14
　　,錦平里,892,305,8,360,673,13,686,1,687,226,913,75.14
　　,新北里,893,475,10,383,868,9,877,0,877,281,"1,158",75.73
　　,新北里,894,276,3,203,482,6,488,0,488,159,647,75.43
　　,新興里,895,269,5,241,515,11,526,0,526,267,793,66.33
　　,新興里,896,436,12,177,625,11,636,0,636,188,824,77.18
　　,樂英里,897,987,8,158,"1,153",14,"1,167",0,"1,167",331,"1,498",77.90
　　,樂英里,898,719,6,223,948,11,959,0,959,342,"1,301",73.71
　　,錦村里,899,715,17,497,"1,229",27,"1,256",0,"1,256",370,"1,626",77.24
　　,錦村里,900,630,12,419,"1,061",15,"1,076",0,"1,076",276,"1,352",79.59
　　,建成里,901,567,15,597,"1,179",13,"1,192",0,"1,192",381,"1,573",75.78
　　,建成里,902,626,9,367,"1,002",19,"1,021",0,"1,021",421,"1,442",70.80
　　,建成里,903,628,15,385,"1,028",12,"1,040",0,"1,040",457,"1,497",69.47
　　,建德里,904,699,17,538,"1,254",10,"1,264",0,"1,264",412,"1,676",75.42
　　,建德里,905,707,14,529,"1,250",17,"1,267",0,"1,267",358,"1,625",77.97
　　,錦洲里,906,715,18,440,"1,173",16,"1,189",0,"1,189",374,"1,563",76.07
　　,錦洲里,907,693,11,410,"1,114",14,"1,128",0,"1,128",356,"1,484",76.01
　　,錦祥里,908,790,22,451,"1,263",15,"1,278",0,"1,278",465,"1,743",73.32
　　,錦祥里,909,703,16,420,"1,139",20,"1,159",0,"1,159",387,"1,546",74.97
　　,金華里,910,476,16,364,856,15,871,0,871,264,"1,135",76.74
　　,金華里,911,477,3,252,732,11,743,0,743,230,973,76.36
　　,金龍里,912,635,11,370,"1,016",12,"1,028",0,"1,028",378,"1,406",73.12
　　,金龍里,913,550,8,384,942,7,949,0,949,401,"1,350",70.30
　　,金龍里,914,551,13,410,974,12,986,0,986,390,"1,376",71.66
　　,邱厝里,915,455,10,292,757,11,768,0,768,237,"1,005",76.42
　　,邱厝里,916,399,6,293,698,10,708,0,708,235,943,75.08
　　,建興里,917,474,11,355,840,10,850,0,850,276,"1,126",75.49
　　,建興里,918,452,3,330,785,8,793,0,793,292,"1,085",73.09
　　,建興里,919,489,12,330,831,11,842,0,842,260,"1,102",76.41
　　,建興里,920,453,8,301,762,9,771,0,771,272,"1,043",73.92
　　,建興里,921,388,7,357,752,9,761,0,761,225,986,77.18
　　,頂厝里,922,524,6,264,794,17,811,0,811,284,"1,095",74.06
　　,頂厝里,923,599,14,465,"1,078",16,"1,094",0,"1,094",320,"1,414",77.37
　　,頂厝里,924,601,12,369,982,15,997,0,997,297,"1,294",77.05
　　,崇德里,925,598,7,450,"1,055",16,"1,071",0,"1,071",325,"1,396",76.72
　　,崇德里,926,730,14,546,"1,290",14,"1,304",0,"1,304",394,"1,698",76.80
　　,賴厝里,927,451,5,296,752,9,761,0,761,"1,134","1,895",40.16
　　,賴厝里,928,691,14,346,"1,051",14,"1,065",0,"1,065",331,"1,396",76.29
　　,賴厝里,929,573,9,282,864,8,872,0,872,351,"1,223",71.30
　　,賴福里,930,827,12,441,"1,280",20,"1,300",0,"1,300",416,"1,716",75.76
　　,賴福里,931,645,11,501,"1,157",20,"1,177",0,"1,177",383,"1,560",75.45
　　,賴興里,932,588,16,344,948,15,963,0,963,339,"1,302",73.96
　　,賴興里,933,502,12,367,881,5,886,0,886,239,"1,125",78.76
　　,賴興里,934,541,8,230,779,11,790,0,790,275,"1,065",74.18
　　,賴旺里,935,565,10,359,934,7,941,0,941,316,"1,257",74.86
　　,賴旺里,936,619,12,356,987,7,994,0,994,329,"1,323",75.13
　　,賴旺里,937,574,9,361,944,19,963,0,963,384,"1,347",71.49
　　,賴明里,938,523,10,193,726,7,733,0,733,352,"1,085",67.56
　　,賴明里,939,538,9,309,856,9,865,0,865,330,"1,195",72.38
　　,賴明里,940,499,16,370,885,14,899,0,899,308,"1,207",74.48
　　,梅川里,941,536,13,308,857,14,871,0,871,284,"1,155",75.41
　　,梅川里,942,714,10,440,"1,164",13,"1,177",0,"1,177",366,"1,543",76.28
　　,賴村里,943,537,13,530,"1,080",12,"1,092",0,"1,092",353,"1,445",75.57
　　,賴村里,944,471,14,462,947,10,957,1,958,369,"1,327",72.12
　　,賴村里,945,637,13,436,"1,086",18,"1,104",0,"1,104",370,"1,474",74.90
　　,育德里,946,618,12,439,"1,069",13,"1,082",0,"1,082",359,"1,441",75.09
　　,育德里,947,709,20,450,"1,179",12,"1,191",2,"1,193",414,"1,607",74.11
　　,淡溝里,948,703,18,544,"1,265",14,"1,279",0,"1,279",457,"1,736",73.68
　　,淡溝里,949,613,8,515,"1,136",19,"1,155",0,"1,155",374,"1,529",75.54
　　,淡溝里,950,517,7,296,820,9,829,0,829,240,"1,069",77.55
　　,健行里,951,555,19,516,"1,090",9,"1,099",0,"1,099",273,"1,372",80.10
　　,健行里,952,554,17,477,"1,048",14,"1,062",0,"1,062",296,"1,358",78.20
　　,健行里,953,604,15,530,"1,149",15,"1,164",0,"1,164",394,"1,558",74.71
　　,健行里,954,528,13,439,980,9,989,0,989,406,"1,395",70.90
　　,明德里,955,608,21,514,"1,143",18,"1,161",0,"1,161",312,"1,473",78.82
　　,明德里,956,702,14,497,"1,213",8,"1,221",0,"1,221",365,"1,586",76.99
　　,明德里,957,720,17,419,"1,156",7,"1,163",0,"1,163",363,"1,526",76.21
　　,明新里,958,561,15,471,"1,047",13,"1,060",0,"1,060",340,"1,400",75.71
　　,明新里,959,501,12,372,885,10,895,0,895,318,"1,213",73.78
　　,長青里,960,619,16,423,"1,058",8,"1,066",0,"1,066",360,"1,426",74.75
　　,長青里,961,724,18,451,"1,193",19,"1,212",0,"1,212",345,"1,557",77.84
　　,長青里,962,507,6,342,855,7,862,0,862,268,"1,130",76.28
　　,長青里,963,617,19,391,"1,027",14,"1,041",0,"1,041",297,"1,338",77.80
　　,立人里,964,790,5,363,"1,158",11,"1,169",0,"1,169",399,"1,568",74.55
　　,立人里,965,724,13,323,"1,060",15,"1,075",0,"1,075",447,"1,522",70.63
　　,中達里,966,518,14,444,976,17,993,0,993,286,"1,279",77.64
　　,中達里,967,547,10,352,909,19,928,2,930,304,"1,234",75.20
